                            model_number                                num_zones                                 star_age                                   log_dt                                star_mass                               log_xmstar                             log_abs_mdot                           mass_conv_core                             conv_mx1_top                             conv_mx1_bot                             conv_mx2_top                             conv_mx2_bot                                  mx1_top                                  mx1_bot                                  mx2_top                                  mx2_bot                       log_power_nuc_burn                           power_nuc_burn                                   log_LH                                  log_LHe                                   log_LZ                                 log_Lnuc                                     Lnuc                                       pp                                      cno                                tri_alpha                               epsnuc_M_1                               epsnuc_M_2                               epsnuc_M_3                               epsnuc_M_4                               epsnuc_M_5                               epsnuc_M_6                               epsnuc_M_7                               epsnuc_M_8                             he_core_mass                             co_core_mass                            one_core_mass                             fe_core_mass                   neutron_rich_core_mass                                 log_Teff                                    log_L                                    log_R                                    log_g                        v_div_csound_surf                               log_cntr_P                             log_cntr_Rho                               log_cntr_T                                center_mu                                center_ye                              center_abar                                center_h1                               center_he4                               center_c12                               center_o16                              surface_c12                              surface_o16                            total_mass_h1                           total_mass_he4                              num_retries                                num_iters 
                                     260                                      881                  3.9337507789698052E+008                  6.5019343619964847E+000                  2.7000000000000002E+000                  3.3729869674519655E+001                 -9.8999999999999986E+001                  2.2233350111027708E-001                  8.2313238570656699E-002                  7.8134336223278922E-008                  9.9999999623275093E-001                  9.9999998914085697E-001                  8.2313238570656699E-002                  7.8134336223278922E-008                  9.9999999623275093E-001                  9.9999998914085697E-001                  1.8723619110987133E+000                  7.4535284087961912E+001                  1.8723619110987131E+000                 -3.1690213378716180E+001                 -1.3546349804879153E+001                  1.8723619110987133E+000                  7.4535284087961912E+001                 -5.6291352765965558E-002                  1.8672131482888361E+000                 -3.1690213378716180E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.5272855094208974E+031                  3.6090723640985907E+032                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  2.4635880797318363E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.9440917853297055E+000                  1.8719217543671309E+000                  5.7043046738865100E-001                  3.7285704566848183E+000                  0.0000000000000000E+000                  1.7083988992811179E+001                  1.8056125548542521E+000                  7.4382498165105311E+000                  1.2145616300917264E+000                  5.3079612859675340E-001                  3.4182635156221095E+000                  6.1592256337809195E-002                  9.1893647002254675E-001                  1.0911545768777994E-004                  7.0049271987200688E-004                  3.4468833607860980E-003                  9.3805276451495393E-003                  1.6418561919011836E+000                  1.0035573884177269E+000                                        0                                        5 
                                     265                                      887                  4.0387516899879915E+008                  6.1451574343620061E+000                  2.7000000000000002E+000                  3.3729869674519655E+001                 -9.8999999999999986E+001                  1.9567602962057798E-001                  7.2149917155781895E-002                  7.8134336167767771E-008                  9.9999999599837597E-001                  9.9999998850180627E-001                  7.2149917155781895E-002                  7.8134336167767771E-008                  9.9999999599837597E-001                  9.9999998850180627E-001                  1.8865119441090943E+000                  7.7003762189255781E+001                  1.8865119441090943E+000                 -3.0406904887019458E+001                 -9.8999999999999986E+001                  1.8865119441090943E+000                  7.7003762189255781E+001                 -3.7515627603985462E-002                  1.8813077168306562E+000                 -3.0406904887019458E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.5766126208852772E+031                  3.4423823653725777E+032                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  2.4635880797318349E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.9463021855183289E+000                  1.8880478005495460E+000                  5.7407269010261275E-001                  3.7212860112568946E+000                  0.0000000000000000E+000                  1.7151359457239025E+001                  1.8748669605772081E+000                  7.4612890359923236E+000                  1.2872616928954697E+000                  5.1219522773217718E-001                  3.7786098938580577E+000                  2.4390455391484055E-002                  9.5614923731488344E-001                  1.1869227546810970E-004                  6.2554983000724835E-004                  3.4468833607860980E-003                  9.3805276451495393E-003                  1.6338522224953289E+000                  1.0115593985159235E+000                                        0                                        5 
                                     270                                      894                  4.0769776296283537E+008                  5.6690016085413495E+000                  2.7000000000000002E+000                  3.3729869674519655E+001                 -9.8999999999999986E+001                  1.7322895305729960E-001                  6.3664061371165148E-002                  7.8134336223278922E-008                  9.9999999638900094E-001                  9.9999999001712991E-001                  6.3664061371165148E-002                  7.8134336223278922E-008                  9.9999999638900094E-001                  9.9999999001712991E-001                  1.9035539181834333E+000                  8.0085504945471044E+001                  1.9035539181834331E+000                 -2.8993087070225911E+001                 -1.3847379800543134E+001                  1.9035539181834333E+000                  8.0085504945471044E+001                  1.0834236214388449E-001                  1.8965381388198039E+000                 -2.8993087070225911E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.4066199223512122E+031                  3.3846787042433481E+032                  3.6886575614825913E+032                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  5.6146192231545809E+032                  2.4635880797318363E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.9593363767970393E+000                  1.9118213096647405E+000                  5.5989106210278827E-001                  3.7496492672565438E+000                  0.0000000000000000E+000                  1.7236758574759076E+001                  1.9474620095543282E+000                  7.4848396409362739E+000                  1.3201073139861175E+000                  5.0446320862325078E-001                  3.9517731265629488E+000                  8.9264172412018179E-003                  9.7161888908469007E-001                  1.2879748944053161E-004                  5.9411611413914378E-004                  3.4468833607860967E-003                  9.3805276451495393E-003                  1.6308316870248372E+000                  1.0145838921420212E+000                                        0                                        5 
                                     275                                      911                  4.0896213119322026E+008                  5.1951732010358445E+000                  2.7000000000000002E+000                  3.3729869674519655E+001                 -9.8999999999999986E+001                  1.4523073120390981E-001                  5.2734910949807590E-002                  7.8134336223278922E-008                  9.9999999717025090E-001                  9.9999999181617572E-001                  5.2734910949807590E-002                  7.8134336223278922E-008                  9.9999999717025090E-001                  9.9999999181617572E-001                  1.9146507806490771E+000                  8.2158174440829853E+001                  1.9146507806490771E+000                 -2.7709525504555021E+001                 -9.8999999999999986E+001                  1.9146507806490771E+000                  8.2158174440829853E+001                  2.8554945143802030E-001                  1.9043270991452848E+000                 -2.7709525504555021E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  8.7059510235910977E+031                  6.9311948665352743E+032                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  2.4635880797318363E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.9747586383590976E+000                  1.9390560771499463E+000                  5.4266392272127406E-001                  3.7841035460195722E+000                  0.0000000000000000E+000                  1.7328396619073438E+001                  2.0226323741689129E+000                  7.5053393192816396E+000                  1.3324220103588351E+000                  5.0166241645314424E-001                  4.0184760958533801E+000                  3.3248329058653148E-003                  9.7722358294514833E-001                  1.3817699210945110E-004                  5.8174603375614378E-004                  3.4468833607860967E-003                  9.3805276451495393E-003                  1.6298008476404340E+000                  1.0156202005206667E+000                                        0                                        5 
                                     280                                      929                  4.0940296513106447E+008                  4.7602867877909665E+000                  2.7000000000000002E+000                  3.3729869674519655E+001                 -9.8999999999999986E+001                  1.0374065699230264E-001                  3.7336851916005442E-002                  7.8134336167767771E-008                  9.9999999756087576E-001                  9.9999999299465525E-001                  3.7336851916005442E-002                  7.8134336167767771E-008                  9.9999999756087576E-001                  9.9999999299465525E-001                  1.9166940183158407E+000                  8.2545617044760462E+001                  1.9166940183158405E+000                 -2.6825748298946063E+001                 -1.3847379800543134E+001                  1.9166940183158407E+000                  8.2545617044760462E+001                  4.3670869465099299E-001                  1.9020691864013257E+000                 -2.6825748298946063E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  6.5075797833019953E+031                  7.9568203634037906E+032                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  2.4635880797318349E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.9866995298432979E+000                  1.9634550899231720E+000                  5.3098164613948695E-001                  3.8074680991831462E+000                  0.0000000000000000E+000                  1.7421582663501635E+001                  2.1042109536406040E+000                  7.5187191641688260E+000                  1.3369112017940865E+000                  5.0065418266681549E-001                  4.0430397371613482E+000                  1.3083653335886397E-003                  9.7924184932516189E-001                  1.4532019823094414E-004                  5.7687985582932915E-004                  3.4468833607860954E-003                  9.3805276451495393E-003                  1.6294381259255530E+000                  1.0159875363992452E+000                                        0                                        5 
                                     285                                      940                  4.0958041958920121E+008                  4.4107566267904144E+000                  2.7000000000000002E+000                  3.3729869674519655E+001                 -9.8999999999999986E+001                  5.4025435419507176E-002                  1.9285409577163515E-002                  7.8134336056745468E-008                  9.9999999763900072E-001                  9.9999999352803870E-001                  1.9285409577163515E-002                  7.8134336056745468E-008                  9.9999999763900072E-001                  9.9999999352803870E-001                  1.9307907783655702E+000                  8.5268923149106755E+001                  1.9307907783655702E+000                 -2.6643116854519061E+001                 -9.8999999999999986E+001                  1.9307907783655702E+000                  8.5268923149106755E+001                  5.2257983352359438E-001                  1.9134847404221844E+000                 -2.6643116854519061E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  2.7280621447618290E+031                  8.5887954775231114E+032                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  2.4635880797318335E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.9923467639872388E+000                  1.9753310609610732E+000                  5.2562516337055609E-001                  3.8181810647210082E+000                  0.0000000000000000E+000                  1.7506606663644174E+001                  2.1894468093844925E+000                  7.5196660394063350E+000                  1.3385613356078436E+000                  5.0028526341271418E-001                  4.0521024033395356E+000                  5.7052682542197558E-004                  9.7998047779862607E-001                  1.4864990863046185E-004                  5.7499974818197002E-004                  3.4468833607860941E-003                  9.3805276451495393E-003                  1.6292909828950346E+000                  1.0161376924243835E+000                                        0                                        4 
                                     290                                      951                  4.0967381988858521E+008                  4.1860616061533964E+000                  2.7000000000000002E+000                  3.3729869674519655E+001                 -9.8999999999999986E+001                  1.1750513334872259E-002                  3.9898763787175051E-003                  7.8134336167767771E-008                  9.9999999779525073E-001                  9.9999999367499293E-001                  3.9898763787175051E-003                  7.8134336167767771E-008                  9.9999999779525073E-001                  9.9999999367499293E-001                  1.9654823437436697E+000                  9.2359663880486337E+001                  1.9654823437436701E+000                 -2.7233471765653224E+001                 -9.8999999999999986E+001                  1.9654823437436697E+000                  9.2359663880486337E+001                  5.4142218891462834E-001                  1.9488085517358060E+000                 -2.7233471765653224E+001                  0.0000000000000000E+000                  4.4803235576060368E+032                  4.5780576592448651E+032                  8.8671890538745458E+032                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  2.4635880797318349E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.9928808416273154E+000                  1.9735352570933791E+000                  5.2365910615655564E-001                  3.8221131791490088E+000                  0.0000000000000000E+000                  1.7570553608054819E+001                  2.2670482162319288E+000                  7.5068868856405082E+000                  1.3392186802248964E+000                  5.0013856849116400E-001                  4.0557179022408691E+000                  2.7713698232671008E-004                  9.8027404243703387E-001                  1.4913267489757544E-004                  5.7424507415540689E-004                  3.4468833607860941E-003                  9.3805276451495393E-003                  1.6292083487783362E+000                  1.0162220942438067E+000                                        0                                        4 
                                     295                                      948                  4.0973668734952354E+008                  4.0544858917751503E+000                  2.7000000000000002E+000                  3.3729869674519655E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999779525073E-001                  9.9999999364207159E-001                  9.9999999994524957E-001                  9.9999999985834231E-001                  9.9999999779525073E-001                  9.9999999364207159E-001                  9.9999999994524957E-001                  9.9999999985834231E-001                  1.9836154068654448E+000                  9.6297587453054632E+001                  1.9836154068654450E+000                 -2.7996142468771168E+001                 -9.8999999999999986E+001                  1.9836154068654448E+000                  9.6297587453054632E+001                  5.3056775229590758E-001                  1.9680377474150139E+000                 -2.7996142468771168E+001                  0.0000000000000000E+000                  4.3370408079692789E+032                  5.4387423346098557E+032                  8.9280648440184828E+032                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  2.4635880797318335E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.9911957499735942E+000                  1.9666134772190036E+000                  5.2356839952681056E-001                  3.8222945924084990E+000                  0.0000000000000000E+000                  1.7611873255789497E+001                  2.3274922721124343E+000                  7.4882589074591319E+000                  1.3395086575515041E+000                  5.0007391980420612E-001                  4.0573140367723264E+000                  1.4783960841181694E-004                  9.8040323961955200E-001                  1.4828440874744143E-004                  5.7391558381720414E-004                  3.4468833607860920E-003                  9.3805276451495393E-003                  1.6291489315220249E+000                  1.0162825663023716E+000                                        0                                        3 
                                     300                                      942                  4.0982515692846131E+008                  4.3272767341281888E+000                  2.7000000000000002E+000                  3.3729869674519655E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999763900072E-001                  9.9999999343241852E-001                  9.9999999994212463E-001                  9.9999999985326304E-001                  9.9999999763900072E-001                  9.9999999343241852E-001                  9.9999999994212463E-001                  9.9999999985326304E-001                  1.9845053228840093E+000                  9.6495113855384389E+001                  1.9845053228840097E+000                 -2.8633686922936207E+001                 -9.8999999999999986E+001                  1.9845053228840093E+000                  9.6495113855384389E+001                  5.0482136177941850E-001                  1.9698701660979427E+000                 -2.8633686922936207E+001                  0.0000000000000000E+000                  4.1435018469129189E+032                  4.1499476216248892E+032                  8.9042824433885327E+032                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  2.4635880797318349E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.9875914257299234E+000                  1.9590722296415302E+000                  5.2700642422541488E-001                  3.8154185430112908E+000                  0.0000000000000000E+000                  1.7657544003837838E+001                  2.3903828303924612E+000                  7.4711884404232629E+000                  1.3396603468607529E+000                  5.0004018890844493E-001                  4.0581504661437835E+000                  8.0377816889622440E-005                  9.8046988735015461E-001                  1.4328303874999721E-004                  5.7375957785124946E-004                  3.4468833607860907E-003                  9.3805276451495393E-003                  1.6290637130837895E+000                  1.0163689397269644E+000                                        0                                        3 
                                     305                                      945                  4.0995527337548542E+008                  4.5097147369276316E+000                  2.7000000000000002E+000                  3.3729869674519655E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999756087576E-001                  9.9999999291458774E-001                  9.9999999993899968E-001                  9.9999999984154886E-001                  9.9999999756087576E-001                  9.9999999291458774E-001                  9.9999999993899968E-001                  9.9999999984154886E-001                  1.9843805309650033E+000                  9.6467390545443678E+001                  1.9843805309650033E+000                 -2.9071697687462038E+001                 -9.8999999999999986E+001                  1.9843805309650033E+000                  9.6467390545443678E+001                  4.7507408574496951E-001                  1.9707256659905357E+000                 -2.9071697687462038E+001                  2.4780603269552397E+031                  4.1330038237102804E+032                  4.2083847834952376E+032                  8.8407938063515339E+032                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  2.4635880797318349E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.9838879778477696E+000                  1.9639077821841175E+000                  5.3683109626101677E-001                  3.7957691989400866E+000                  0.0000000000000000E+000                  1.7704204435270480E+001                  2.4503293007752127E+000                  7.4577606086684423E+000                  1.3397438226207807E+000                  5.0002165589508640E-001                  4.0586112555728802E+000                  4.3311790172596739E-005                  9.8050624454864554E-001                  1.3897181013400176E-004                  5.7368189884239834E-004                  3.4468833607860894E-003                  9.3805276451495393E-003                  1.6289383556464367E+000                  1.0164955035372381E+000                                        0                                        4 
                                     310                                      958                  4.1012593824888504E+008                  4.5681760050636404E+000                  2.7000000000000002E+000                  3.3729869674519655E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999732650080E-001                  9.9999999228525094E-001                  9.9999999993431221E-001                  9.9999999982743826E-001                  9.9999999732650080E-001                  9.9999999228525094E-001                  9.9999999993431221E-001                  9.9999999982743826E-001                  1.9864838608015640E+000                  9.6935724549546876E+001                  1.9864838608015645E+000                 -2.9377512071656671E+001                 -9.8999999999999986E+001                  1.9864838608015640E+000                  9.6935724549546876E+001                  4.5166001564426861E-001                  1.9736198440173618E+000                 -2.9377512071656671E+001                  9.3779387596975347E+031                  4.1247479817256714E+032                  4.2598217399646122E+032                  8.7911563211694885E+032                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  2.4635880797318349E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.9812560992719126E+000                  1.9736499251786515E+000                  5.4696592490999729E-001                  3.7754995416421258E+000                  0.0000000000000000E+000                  1.7742625588702410E+001                  2.4992569695395250E+000                  7.4469612872589099E+000                  1.3397883760252991E+000                  5.0001177731196345E-001                  4.0588574102918740E+000                  2.3554623926839181E-005                  9.8052550271109673E-001                  1.3594916421392781E-004                  5.7364373463706384E-004                  3.4468833607860894E-003                  9.3805276451495393E-003                  1.6287729205114252E+000                  1.0166620472729908E+000                                        0                                        5 
                                     315                                      971                  4.1034558598882139E+008                  4.6372522125083488E+000                  2.7000000000000002E+000                  3.3729869674519655E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999717025079E-001                  9.9999999177209697E-001                  9.9999999993118727E-001                  9.9999999981603638E-001                  9.9999999717025079E-001                  9.9999999177209697E-001                  9.9999999993118727E-001                  9.9999999981603638E-001                  1.9874669570763412E+000                  9.7155402890886990E+001                  1.9874669570763412E+000                 -2.9581434310681889E+001                 -9.8999999999999986E+001                  1.9874669570763412E+000                  9.7155402890886990E+001                  4.3434658996599401E-001                  1.9751412390672158E+000                 -2.9581434310681889E+001                  1.3275573175432876E+032                  4.1210244678717621E+032                  5.6272460061685573E+032                  8.7484603309682192E+032                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  2.4838527342666572E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.9789964915370204E+000                  1.9795823975456659E+000                  5.5445137656328958E-001                  3.7605286383355412E+000                  0.0000000000000000E+000                  1.7775111429482493E+001                  2.5395798828875291E+000                  7.4387609299172031E+000                  1.3398131367159480E+000                  5.0000629404919883E-001                  4.0589943245476015E+000                  1.2588098397752015E-005                  9.8053612686852198E-001                  1.3388010793917646E-004                  5.7362393776894322E-004                  3.4468833607860880E-003                  9.3805276451495393E-003                  1.6285590535268482E+000                  1.0168769584263029E+000                                        0                                        5 
                                     320                                      973                  4.1060639172039169E+008                  4.7055134383768156E+000                  2.7000000000000002E+000                  3.3729869674519655E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999701400077E-001                  9.9999999137310169E-001                  9.9999999992806232E-001                  9.9999999980705923E-001                  9.9999999701400077E-001                  9.9999999137310169E-001                  9.9999999992806232E-001                  9.9999999980705923E-001                  1.9882009415279771E+000                  9.7319740343163275E+001                  1.9882009415279771E+000                 -2.9703165381036289E+001                 -9.8999999999999986E+001                  1.9882009415279771E+000                  9.7319740343163275E+001                  4.2181049703506107E-001                  1.9762512969149209E+000                 -2.9703165381036289E+001                  1.5545434497080945E+032                  4.1207037215923196E+032                  5.6488152011038328E+032                  8.7191826900023925E+032                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  2.4838527342666572E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.9771025458527265E+000                  1.9829946738625464E+000                  5.5994540609031784E-001                  3.7495405792814847E+000                  0.0000000000000000E+000                  1.7802317828341138E+001                  2.5721416060696378E+000                  7.4330342059233381E+000                  1.3398265661202040E+000                  5.0000332309122875E-001                  4.0590686320254603E+000                  6.6461824576690580E-006                  9.8054185406952643E-001                  1.3258417220050236E-004                  5.7361374293731795E-004                  3.4468833607860880E-003                  9.3805276451495393E-003                  1.6283044584215125E+000                  1.0171325094162240E+000                                        0                                        5 
                                     325                                      978                  4.1089699590286189E+008                  4.7851719651005054E+000                  2.7000000000000002E+000                  3.3729869674519655E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999685775076E-001                  9.9999999104691517E-001                  9.9999999992493738E-001                  9.9999999979971799E-001                  9.9999999685775076E-001                  9.9999999104691517E-001                  9.9999999992493738E-001                  9.9999999979971799E-001                  1.9889912290723366E+000                  9.7496994721338808E+001                  1.9889912290723366E+000                 -2.9772754616261032E+001                 -9.8999999999999986E+001                  1.9889912290723366E+000                  9.7496994721338808E+001                  4.1237046070808647E-001                  1.9773235541770395E+000                 -2.9772754616261032E+001                  1.8383139760034600E+032                  4.1228109924935451E+032                  5.6716827268362095E+032                  8.6999484773801966E+032                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  2.4838527342666572E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.9755036144928995E+000                  1.9851788075904733E+000                  5.6423533567393447E-001                  3.7409607201142512E+000                  0.0000000000000000E+000                  1.7825720306242648E+001                  2.5990476632027018E+000                  7.4291750802111398E+000                  1.3398337404904554E+000                  5.0000173712714235E-001                  4.0591083491740321E+000                  3.4742542842826753E-006                  9.8054489947390122E-001                  1.3182109020787368E-004                  5.7360849067181587E-004                  3.4468833607860876E-003                  9.3805276451495393E-003                  1.6280201229342288E+000                  1.0174177006423333E+000                                        0                                        5 
                                     330                                      981                  4.1118110075464439E+008                  4.8099597500243112E+000                  2.7000000000000002E+000                  3.3729869674519655E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999674056339E-001                  9.9999999077874091E-001                  9.9999999992181254E-001                  9.9999999979373133E-001                  9.9999999674056339E-001                  9.9999999077874091E-001                  9.9999999992181254E-001                  9.9999999979373133E-001                  1.9897839659357637E+000                  9.7675122806964808E+001                  1.9897839659357637E+000                 -2.9808361825326585E+001                 -9.8999999999999986E+001                  1.9897839659357637E+000                  9.7675122806964808E+001                  4.0537490398387882E-001                  1.9783264247960652E+000                 -2.9808361825326585E+001                  1.9446750170169558E+032                  4.1263167824491628E+032                  5.6930705535091621E+032                  8.6866905958298463E+032                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  2.4838527342666633E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.9742061814007661E+000                  1.9866664596335140E+000                  5.6757402787972189E-001                  3.7342833357026768E+000                  0.0000000000000000E+000                  1.7845072011363282E+001                  2.6205096183716563E+000                  7.4267525516063646E+000                  1.3398373216103892E+000                  5.0000094592006572E-001                  4.0591281813525786E+000                  1.8918401314792104E-006                  9.8054641445519819E-001                  1.3141457363192364E-004                  5.7360593141593194E-004                  3.4468833607860867E-003                  9.3805276451495393E-003                  1.6277415381444604E+000                  1.0176969820121571E+000                                        0                                        5 
                                     335                                      987                  4.1149837989339596E+008                  4.7511661411993868E+000                  2.7000000000000002E+000                  3.3729869674519655E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999674056339E-001                  9.9999999050950361E-001                  9.9999999991868760E-001                  9.9999999978765874E-001                  9.9999999674056339E-001                  9.9999999050950361E-001                  9.9999999991868760E-001                  9.9999999978765874E-001                  1.9906766349049902E+000                  9.7876095246249648E+001                  1.9906766349049896E+000                 -2.9826877569936975E+001                 -1.2944289813551190E+001                  1.9906766349049902E+000                  9.7876095246249648E+001                  3.9899772497496322E-001                  1.9794117786329459E+000                 -2.9826877569936975E+001                  2.1216444420696623E+032                  4.1313768372032317E+032                  5.7226268565254363E+032                  8.6777555815559519E+032                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  2.5041173888014856E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.9729299727569445E+000                  1.9879949527265623E+000                  5.7079069171389007E-001                  3.7278500080343400E+000                  0.0000000000000000E+000                  1.7864288278924210E+001                  2.6411982997295937E+000                  7.4249567497707307E+000                  1.3398393925244858E+000                  5.0000048856358137E-001                  4.0591396531448849E+000                  9.7712716303498531E-007                  9.8054728831150817E-001                  1.3116834196661768E-004                  5.7360447579468904E-004                  3.4468833607860863E-003                  9.3805276451495393E-003                  1.6274297246926619E+000                  1.0180094521892080E+000                                        0                                        5 
                                     340                                     1001                  4.1200189639648539E+008                  5.1470723714375106E+000                  2.7000000000000002E+000                  3.3729869674519655E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999662337591E-001                  9.9999999019019892E-001                  9.9999999991868760E-001                  9.9999999978036258E-001                  9.9999999662337591E-001                  9.9999999019019892E-001                  9.9999999991868760E-001                  9.9999999978036258E-001                  1.9920837635111717E+000                  9.8193731357184774E+001                  1.9920837635111719E+000                 -2.9829420605471729E+001                 -9.8999999999999986E+001                  1.9920837635111717E+000                  9.8193731357184774E+001                  3.9062445154591485E-001                  1.9810729662449624E+000                 -2.9829420605471729E+001                  2.3331204389679432E+032                  4.1412290559413875E+032                  4.1857340235773819E+032                  8.6703988653079998E+032                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  2.5041173888014856E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.9711100112836601E+000                  1.9897705823127496E+000                  5.7531842945355238E-001                  3.7187945325550156E+000                  0.0000000000000000E+000                  1.7892110031800367E+001                  2.6702335016312437E+000                  7.4232544974351908E+000                  1.3398407976797071E+000                  5.0000017835042587E-001                  4.0591474388273321E+000                  3.5670085179947562E-007                  9.8054787990336700E-001                  1.3099460442512396E-004                  5.7360350136080672E-004                  3.4468833607860854E-003                  9.3805276451495393E-003                  1.6269333527279306E+000                  1.0185066656304826E+000                                        0                                        5 
